,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,votes,view,view_month,date
454,Angular Sensations,Fukness (aka Heartbreak) > 04. Birthday Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118882908/angular-sensations,2.0,-1,Boulder,V2,1,,43.41695,-89.72691,3,282,8,"May16,2020"
455,Just Another Sick Old New Rig Right,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111860691/just-another-sick-old-new-rig-right,1.8,-1,Boulder,V1,1,9.0,43.42157,-89.72333,8,709,8,"May18,2016"
456,Through the Wormhole,Wormhole > 5. Kite Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112295418/through-the-wormhole,2.0,-1,Boulder,V2,1,8.0,43.42089,-89.72435,3,583,7,"Nov6,2016"
457,Bumboy,Amazing Pillar > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107599356/bumboy,2.0,-1,Boulder,V1,1,,43.4036,-89.73416999999999,3,833,6,"May8,2012"
458,Flash or Die,"Snake Charmer > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107633358/flash-or-die,2.0,-1,Boulder,V0 PG13,1,,43.42754,-89.73544,3,805,6,"May30,2012"
459,Dry Spot,"Peaches > 4.  Peaches and Castle in the Sky > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107920497/dry-spot,1.5,-1,Boulder,V3,1,,43.425740000000005,-89.73585,4,708,6,"Dec5,2012"
460,Icicle Tusk,Winter Blues > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106597662/icicle-tusk,2.0,-1,Boulder,V1,1,,43.42621,-89.72622,3,839,5,"Nov10,2009"
461,Spit out the Seeds,"1.  Smooth Operator Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/109235225/spit-out-the-seeds,2.0,-1,Boulder,V2,1,,43.42818,-89.73615,3,535,5,"Jul16,2014"
462,Lil Sebastian Memorial Arete,Fern Gully (SE of the FRB) > South of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108994617/lil-sebastian-memorial-arete,2.0,-1,Boulder,V0,1,12.0,43.420609999999996,-89.74277,3,497,5,"May19,2014"
463,Easy Life,Pulling Downs > 05. CCC Grottos > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108794433/easy-life,2.0,-1,Boulder,V2,1,14.0,43.41237,-89.71467,3,502,5,"Mar29,2014"
464,Two Step,Bulbous > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106851077/two-step,2.0,-1,Boulder,V2,1,12.0,43.4145,-89.72334000000001,3,570,4,"Aug7,2010"
465,Exposed,"5.  Nature Walk > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107256738/exposed,2.0,-1,Boulder,V3 PG13,1,,43.4249,-89.73602,3,519,4,"Aug22,2011"
466,Oz,Australia > 5. Monolith Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106583446/oz,2.0,-1,Boulder,V2,1,,43.422909999999995,-89.72451,3,565,3,"Oct27,2009"
467,Heineken Crack,Main Wall > Steinke Wall > Steinke Basin > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106913518/heineken-crack,2.0,-1,Boulder,V2,1,15.0,43.4273,-89.7192,3,524,3,"Oct5,2010"
468,Mini Left,Mini Me Boulder > Steinke Wall > Steinke Basin > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106913526/mini-left,2.0,-1,Boulder,V0-,1,,43.4273,-89.7192,3,476,3,"Oct5,2010"
469,Mini Right,Mini Me Boulder > Steinke Wall > Steinke Basin > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106913531/mini-right,2.0,-1,Boulder,V0-,1,,43.4273,-89.7192,3,462,3,"Oct5,2010"
470,West Side,Steinke Wall Boulder > Steinke Wall > Steinke Basin > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106486412/west-side,2.0,-1,Boulder,V0,1,12.0,43.4273,-89.7192,3,493,3,"Jul12,2009"
471,Left Arete,Steinke Wall Boulder > Steinke Wall > Steinke Basin > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106486387/left-arete,2.0,-1,Boulder,V2,1,15.0,43.4273,-89.7192,3,474,3,"Jul12,2009"
472,Weasel Bite,"1.  Smooth Operator Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107631184/weasel-bite,1.8,-1,Boulder,V3,1,,43.42818,-89.73615,6,545,4,"May29,2012"
473,Groggy,Sleepy Time > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107757114/groggy,1.8,-1,Boulder,V2,1,,43.412420000000004,-89.71198000000001,6,532,4,"Aug20,2012"
474,Pulling on Glass,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106535379/pulling-on-glass,1.8,-1,Boulder,V0,1,,43.42098,-89.73728,6,647,4,"Sep3,2009"
475,Ding Dong,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119725570/ding-dong,1.7,-1,Boulder,V2,1,10.0,43.4,-89.74329,9,500,16,"Oct11,2020"
476,Farmer's Daughter,2. Farmer's Wall > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112087857/farmers-daughter,1.7,-1,Boulder,V1,1,10.0,43.413140000000006,-89.71199,9,792,10,"Aug21,2016"
477,Awkward Mushroom,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111860466/awkward-mushroom,1.5,-1,Boulder,V1,1,10.0,43.42157,-89.72333,13,792,9,"May18,2016"
478,Farmers Daughter - Sit Start,2. Farmer's Wall > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122291327/farmers-daughter-sit-start,2.0,-1,Boulder,V3-4,1,10.0,43.413140000000006,-89.71199,2,159,14,"Apr24,2022"
479,Encanto,Encanto > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122192989/encanto,2.0,-1,Boulder,V3,1,,43.42009,-89.73577,2,107,9,"Apr5,2022"
480,Let it be Gnome,08. Railroad Amphitheater > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122551424/let-it-be-gnome,2.0,-1,Boulder,V3,1,,43.41813,-89.72721999999999,2,78,8,"Jun11,2022"
481,Deep Six,"5.  Nature Walk > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/120387606/deep-six,2.0,-1,Boulder,V3,1,,43.4249,-89.73602,2,251,10,"Mar13,2021"
482,Tibial Pursuit,Storm Wrack Wall > Steinke Basin > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120426642/tibial-pursuit,2.0,-1,Boulder,V2,1,7.0,43.4294,-89.7228,2,238,10,"Mar22,2021"
483,Big Poppin',Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119729890/big-poppin,2.0,-1,Boulder,V0+,1,,43.41005,-89.74219000000001,2,298,10,"Oct12,2020"
484,Wolf Paw,"3.  Larry Collins > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/117865704/wolf-paw,2.0,-1,Boulder,V3,1,,43.42388,-89.73805,2,420,10,"Oct11,2019"
485,Headstone Left,2. Leaning Tower/Tombstone Wall > 08. East Rampart > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119943340/headstone-left,2.0,-1,Boulder,V1,1,,43.41383,-89.7149,2,272,9,"Nov20,2020"
486,The Asonga,"1.  The Instrumentals > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/119070497/the-asonga,2.0,-1,Boulder,V2,1,,43.42707,-89.73666999999999,2,321,9,"Jun19,2020"
487,Catwalk,09. Hidden Ledge > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122556154/catwalk,2.0,-1,Boulder,V2,1,,43.41823,-89.72704,2,65,6,"Jun12,2022"
488,Frogsmack,Frogsmack > Skillet Creek > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117603889/frogsmack,2.0,-1,Boulder,V0-1,1,14.0,43.43267,-89.75265,2,425,10,"Aug17,2019"
489,Bippity Bop,Bakerâ€™s Stash > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119002504/bippity-bop,2.0,-1,Boulder,V2,1,,43.41408,-89.72587,3,300,9,"Jun7,2020"
490,Dark Hallway,World War Z > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119473074/dark-hallway,2.0,-1,Boulder,V3-4,1,,43.42006,-89.738,2,270,8,"Aug30,2020"
491,Lou Reed Squeeze,Lou Reed > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118758645/lou-reed-squeeze,2.0,-1,Boulder,V2,1,12.0,43.41471,-89.72476,2,314,9,"Apr12,2020"
492,Pegasus Was A Pony,03. Pony Barricade > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119642169/pegasus-was-a-pony,2.0,-1,Boulder,V1,1,12.0,43.41666,-89.72598,2,255,8,"Sep28,2020"
493,Exotic Evangelical Equestrian,03. Pony Barricade > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119642152/exotic-evangelical-equestrian,2.0,-1,Boulder,V2,1,18.0,43.41666,-89.72598,2,251,8,"Sep28,2020"
494,Feel the Fern,15. Between the Ferns > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119576287/feel-the-fern,2.0,-1,Boulder,V2,1,,43.41835,-89.73905,2,247,8,"Sep18,2020"
495,Deviled Egg,02. Public Enemy > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111864882/deviled-egg,2.0,-1,Boulder,V2,1,18.0,43.41649,-89.73747,2,717,9,"May20,2016"
496,Hawk Watch,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118666029/hawk-watch,2.0,-1,Boulder,V2,1,10.0,43.41278,-89.70451,2,297,8,"Mar17,2020"
497,Fern Friend,15. Between the Ferns > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119576264/fern-friend,2.0,-1,Boulder,V2,1,,43.41835,-89.73905,2,238,8,"Sep18,2020"
498,Baby Bringer,11. Vulture Lookout East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114315561/baby-bringer,2.0,-1,Boulder,V1-2,1,15.0,43.41357,-89.70137,2,486,8,"Apr29,2018"
499,Ripley,"Blarney > 4.  Gom Jabbar > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118883175/ripley,2.0,-1,Boulder,V2,1,,43.42347,-89.7377,2,264,7,"May16,2020"
500,Chicken Run,11. Vulture Lookout East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114315746/chicken-run,2.0,-1,Boulder,V2,1,20.0,43.41357,-89.70137,2,472,8,"Apr29,2018"
501,Blubber Face,Blubber Face > 5. Kite Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112295389/blubber-face,2.0,-1,Boulder,V3,1,15.0,43.42047,-89.72436,2,594,8,"Nov6,2016"
502,Ruining The Surprise,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112281540/ruining-the-surprise,2.0,-1,Boulder,V2,1,20.0,43.41005,-89.74219000000001,2,576,7,"Nov1,2016"
503,Swivel Sit,White Wall > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113885389/swivel-sit,2.0,-1,Boulder,V2,1,,43.412259999999996,-89.70682,2,472,7,"Nov29,2017"
504,Karloff,Youggary Pillar > 04. Pork Chop > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112259982/karloff,2.0,-1,Boulder,V2 PG13,1,15.0,43.416909999999994,-89.73765,2,554,7,"Oct24,2016"
505,Outsmart the Fox,"Fox > 3.  Big Red > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/113114700/outsmart-the-fox,2.0,-1,Boulder,V3,1,,43.4267,-89.73550999999999,2,497,7,"Jun9,2017"
506,Surprise Ledges,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112281483/surprise-ledges,2.0,-1,Boulder,V1,1,10.0,43.41005,-89.74219000000001,2,528,7,"Nov1,2016"
507,Thin Man Corridor,2. Thin Man Corridor > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112213798/thin-man-corridor,2.0,-1,Boulder,V2,1,14.0,43.42248,-89.72426,2,531,7,"Oct8,2016"
508,Blue Skies And Ski Hi,Blue Skies > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107809800/blue-skies-and-ski-hi,2.0,-1,Boulder,V0,1,10.0,43.42476,-89.72531,2,867,7,"Sep23,2012"
509,Mountie's Bounty,09. Mountie's Bounty Area > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111015045/mounties-bounty,2.0,-1,Boulder,V2,1,,43.40491,-89.71581,2,609,7,"Sep12,2015"
510,Crack Mouth,Meth Mouth > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112289509/crack-mouth,2.0,-1,Boulder,V2,1,10.0,43.40951,-89.74256,2,498,6,"Nov4,2016"
511,Lying Leadership,Trash Panda > 13. Mirror Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112788051/lying-leadership,2.0,-1,Boulder,V3,1,,43.41928,-89.72665,4,465,6,"Mar30,2017"
512,Surprise Arete,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112281475/surprise-arete,2.0,-1,Boulder,V1,1,10.0,43.41005,-89.74219000000001,2,497,6,"Nov1,2016"
513,Left of Love Triangle,Amazing Pillar > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109631523/left-of-love-triangle,2.0,-1,Boulder,V1,1,12.0,43.4036,-89.73416999999999,2,638,6,"Oct25,2014"
514,You Only Fall Once,You Only Fall Once > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107757985/you-only-fall-once,2.0,-1,Boulder,V2,1,7.0,43.42459,-89.72513000000001,2,794,6,"Aug20,2012"
515,Silence Of The Bunnies,Fire Rhoad Bluff > North of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111442608/silence-of-the-bunnies,2.0,-1,Boulder,V0,1,10.0,43.42327,-89.74022,2,535,6,"Dec20,2015"
516,Dirty Jugs,Cave Rock Boulders > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111083170/dirty-jugs,2.0,-1,Boulder,V3 PG13,1,25.0,43.42156,-89.73737,2,534,6,"Sep27,2015"
517,Order Of Attack,Fire Rhoad Bluff > North of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111442629/order-of-attack,2.0,-1,Boulder,V2,1,10.0,43.42327,-89.74022,2,514,6,"Dec20,2015"
518,Thoroughbred,Thoroughbred > 02. Horse Rampart Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/110937635/thoroughbred,2.0,-1,Boulder,V1+,1,,43.4152,-89.72568000000001,2,531,6,"Aug25,2015"
519,Bird Beak,Science Friction > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106597717/bird-beak,2.0,-1,Boulder,V3,1,,43.42579,-89.72583,2,900,6,"Nov10,2009"
520,Millipede,Amazing Pillar > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107599384/millipede,2.0,-1,Boulder,V2,1,,43.4036,-89.73416999999999,2,725,5,"May8,2012"
521,Red Slab,Pulling Downs > 05. CCC Grottos > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108794619/red-slab,2.0,-1,Boulder,V0,1,18.0,43.41237,-89.71467,2,572,5,"Mar29,2014"
522,Fire Chasers,Dreamo's Bluff > South of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108995662/fire-chasers,2.0,-1,Boulder,V0,1,,43.41952,-89.74084,2,550,5,"May19,2014"
